,frame
25512,LEVEL01PLAYER221504BULLET181601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB190402
25513,LEVEL01PLAYER221504BULLET171601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB190402
25514,LEVEL01PLAYER221504BULLET171601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB190402
25515,LEVEL01PLAYER221504BULLET161601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB190402
25516,LEVEL01PLAYER221504BULLET161601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB200402
25517,LEVEL01PLAYER221404BULLET161601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB200402
25518,LEVEL01PLAYER221404BULLET151601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB200402
25519,LEVEL01PLAYER221404BULLET151601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB210402
25520,LEVEL01PLAYER221404BULLET141601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB210402
25521,LEVEL01PLAYER221404BULLET141601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB220402
25522,LEVEL01PLAYER221404BULLET131601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO001003BOMB220402
25523,LEVEL01PLAYER221404BULLET131601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB220402
25524,LEVEL01PLAYER221404BULLET121601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB220402
25525,LEVEL01PLAYER221404BULLET121601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB-1-102
25526,LEVEL01PLAYER221504BULLET121601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB-1-102
25527,LEVEL01PLAYER221504BULLET111601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB-1-102
25528,LEVEL01PLAYER221504BULLET101601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB-1-102
25529,LEVEL01PLAYER221404BULLET101601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB-1-102
25530,LEVEL01PLAYER221404BULLET091601ENEMY_WEAK081101-1-100081901ENEMY_STRONG051104051502051904ENEMY_UFO000903BOMB-1-102
25531,LEVEL01PLAYER221404BULLET091601ENEMY_WEAK081201-1-100082001ENEMY_STRONG051204051602052004ENEMY_UFO000903BOMB-1-102
25532,LEVEL01PLAYER221404BULLET081601ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061502061904ENEMY_UFO000903BOMB-1-102
25533,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO000903BOMB-1-102
25534,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO000903BOMB-1-102
25535,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO001003BOMB-1-102
25536,LEVEL01PLAYER221504BULLET211701ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO001003BOMB-1-102
25537,LEVEL01PLAYER221504BULLET201701ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO001003BOMB-1-102
25538,LEVEL01PLAYER221504BULLET201701ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO000903BOMB-1-102
25539,LEVEL01PLAYER221504BULLET191701ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO000903BOMB-1-102
25540,LEVEL01PLAYER221604BULLET191701ENEMY_WEAK091101-1-100091901ENEMY_STRONG061104061501061904ENEMY_UFO000903BOMB-1-102
25541,LEVEL01PLAYER221604BULLET181701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO000903BOMB-1-102
25542,LEVEL01PLAYER221504BULLET171701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO000903BOMB-1-102
25543,LEVEL01PLAYER221504BULLET171701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001003BOMB-1-102
25544,LEVEL01PLAYER221504BULLET161701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001003BOMB-1-102
25545,LEVEL01PLAYER221404BULLET161701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001003BOMB-1-102
25546,LEVEL01PLAYER221404BULLET151701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001003BOMB-1-102
25547,LEVEL01PLAYER221404BULLET141701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001103BOMB-1-102
25548,LEVEL01PLAYER221404BULLET131701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001103BOMB-1-102
25549,LEVEL01PLAYER221404BULLET121701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001103BOMB-1-102
25550,LEVEL01PLAYER221404BULLET121701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001003BOMB-1-102
25551,LEVEL01PLAYER221404BULLET111701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001003BOMB-1-102
25552,LEVEL01PLAYER221404BULLET101701ENEMY_WEAK091001-1-100091801ENEMY_STRONG061004061401061804ENEMY_UFO001003BOMB-1-102
25553,LEVEL01PLAYER221404BULLET101701ENEMY_WEAK090901-1-100091701ENEMY_STRONG060904061301061704ENEMY_UFO001003BOMB-1-102
25554,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO001003BOMB-1-102
25555,LEVEL01PLAYER221304BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO001003BOMB-1-102
25556,LEVEL01PLAYER221304BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO000903BOMB-1-102
25557,LEVEL01PLAYER221304BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO-1-103BOMB-1-102
25558,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO-1-103BOMB-1-102
25559,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO001003BOMB031302
25560,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO001003BOMB031302
25561,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK090901-1-100-1-100ENEMY_STRONG060904061301061704ENEMY_UFO001003BOMB041302
25562,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB041302
25563,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB041302
25564,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB051302
25565,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB061302
25566,LEVEL01PLAYER221704BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB061302
25567,LEVEL01PLAYER221704BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB071302
25568,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB071302
25569,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB081302
25570,LEVEL01PLAYER221704BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB081302
25571,LEVEL01PLAYER221704BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001003BOMB091302
25572,LEVEL01PLAYER221704BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001103BOMB091302
25573,LEVEL01PLAYER221704BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001103BOMB101302
25574,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK090801-1-100-1-100ENEMY_STRONG060804061201061604ENEMY_UFO001103BOMB101302
25575,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB101302
25576,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB111302
25577,LEVEL01PLAYER221804BULLET212001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB111302
25578,LEVEL01PLAYER221804BULLET202001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB111302
25579,LEVEL01PLAYER221804BULLET202001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB121302
25580,LEVEL01PLAYER221804BULLET192001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB121302
25581,LEVEL01PLAYER221704BULLET192001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB131302
25582,LEVEL01PLAYER221704BULLET182001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB131302
25583,LEVEL01PLAYER221704BULLET182001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001203BOMB131302
25584,LEVEL01PLAYER221704BULLET172001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001203BOMB141302
25585,LEVEL01PLAYER221704BULLET162001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001203BOMB141302
25586,LEVEL01PLAYER221704BULLET162001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001203BOMB151302
25587,LEVEL01PLAYER221704BULLET152001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001203BOMB151302
25588,LEVEL01PLAYER221604BULLET152001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001203BOMB151302
25589,LEVEL01PLAYER221604BULLET152001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB151302
25590,LEVEL01PLAYER221604BULLET152001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB161302
25591,LEVEL01PLAYER221604BULLET142001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB161302
25592,LEVEL01PLAYER221604BULLET132001ENEMY_WEAK090701-1-100-1-100ENEMY_STRONG060704061101061504ENEMY_UFO001103BOMB171302
25593,LEVEL01PLAYER221704BULLET132001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB171302
25594,LEVEL01PLAYER221704BULLET122001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB171302
25595,LEVEL01PLAYER221704BULLET122001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB181302
25596,LEVEL01PLAYER221804BULLET112001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB181302
25597,LEVEL01PLAYER221804BULLET112001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB191302
25598,LEVEL01PLAYER221804BULLET102001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB191302
25599,LEVEL01PLAYER221704BULLET102001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB191302
25600,LEVEL01PLAYER221704BULLET092001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001103BOMB201302
25601,LEVEL01PLAYER221704BULLET092001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB201302
25602,LEVEL01PLAYER221704BULLET082001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB201302
25603,LEVEL01PLAYER221704BULLET082001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB211302
25604,LEVEL01PLAYER221704BULLET072001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB211302
25605,LEVEL01PLAYER221704BULLET072001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB221302
25606,LEVEL01PLAYER221704BULLET062001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB221302
25607,LEVEL01PLAYER221604BULLET062001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB221302
25608,LEVEL01PLAYER221604BULLET052001ENEMY_WEAK090601-1-100-1-100ENEMY_STRONG060604061001061404ENEMY_UFO001003BOMB-1-102
25609,LEVEL01PLAYER221604BULLET052001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001003BOMB-1-102
25610,LEVEL01PLAYER221604BULLET042001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001003BOMB-1-102
25611,LEVEL01PLAYER221704BULLET042001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001003BOMB-1-102
25612,LEVEL01PLAYER221704BULLET042001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB-1-102
25613,LEVEL01PLAYER221704BULLET032001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB-1-102
25614,LEVEL01PLAYER221704BULLET022001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB-1-102
25615,LEVEL01PLAYER221604BULLET022001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB-1-102
25616,LEVEL01PLAYER221604BULLET012001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB-1-102
25617,LEVEL01PLAYER221604BULLET012001ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB031402
25618,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB031402
25619,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB041402
25620,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB041402
25621,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001103BOMB051402
25622,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001003BOMB051402
25623,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001003BOMB061402
25624,LEVEL01PLAYER221604BULLET211801ENEMY_WEAK090501-1-100-1-100ENEMY_STRONG060504060901061304ENEMY_UFO001003BOMB061402
25625,LEVEL01PLAYER221604BULLET211801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001003BOMB061402
25626,LEVEL01PLAYER221604BULLET201801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001003BOMB061402
25627,LEVEL01PLAYER221604BULLET201801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001003BOMB071402
25628,LEVEL01PLAYER221604BULLET201801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001103BOMB071402
25629,LEVEL01PLAYER221704BULLET191801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001103BOMB071402
25630,LEVEL01PLAYER221704BULLET191801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001103BOMB081402
25631,LEVEL01PLAYER221704BULLET181801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001103BOMB081402
25632,LEVEL01PLAYER221604BULLET181801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001103BOMB081402
25633,LEVEL01PLAYER221604BULLET171801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001103BOMB091402
25634,LEVEL01PLAYER221604BULLET171801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001203BOMB091402
25635,LEVEL01PLAYER221604BULLET161801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001203BOMB091402
25636,LEVEL01PLAYER221604BULLET161801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001203BOMB101402
25637,LEVEL01PLAYER221504BULLET161801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001203BOMB101402
25638,LEVEL01PLAYER221504BULLET151801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001203BOMB101402
25639,LEVEL01PLAYER221504BULLET151801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001203BOMB111402
25640,LEVEL01PLAYER221504BULLET141801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001203BOMB111402
25641,LEVEL01PLAYER221604BULLET141801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001303BOMB111402
25642,LEVEL01PLAYER221604BULLET131801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001303BOMB121402
25643,LEVEL01PLAYER221604BULLET121801ENEMY_WEAK090401-1-100-1-100ENEMY_STRONG060404060801061204ENEMY_UFO001303BOMB121402
25644,LEVEL01PLAYER221604BULLET121801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001303BOMB121402
25645,LEVEL01PLAYER221604BULLET121801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001303BOMB131402
25646,LEVEL01PLAYER221604BULLET111801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001303BOMB131402
25647,LEVEL01PLAYER221604BULLET111801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001403BOMB131402
25648,LEVEL01PLAYER221604BULLET111801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001403BOMB141402
25649,LEVEL01PLAYER221604BULLET101801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001403BOMB141402
25650,LEVEL01PLAYER221504BULLET101801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001403BOMB141402
25651,LEVEL01PLAYER221504BULLET091801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001403BOMB151402
25652,LEVEL01PLAYER221404BULLET081801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001403BOMB151402
25653,LEVEL01PLAYER221404BULLET081801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001503BOMB151402
25654,LEVEL01PLAYER221404BULLET081801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001503BOMB161402
25655,LEVEL01PLAYER221404BULLET071801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001503BOMB161402
25656,LEVEL01PLAYER221404BULLET071801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001503BOMB171402
25657,LEVEL01PLAYER221304BULLET071801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001503BOMB171402
25658,LEVEL01PLAYER221304BULLET061801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO-1-103BOMB171402
25659,LEVEL01PLAYER221304BULLET051801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO-1-103BOMB181402
25660,LEVEL01PLAYER221304BULLET051801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001303BOMB181402
25661,LEVEL01PLAYER221304BULLET041801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001303BOMB181402
25662,LEVEL01PLAYER221304BULLET041801ENEMY_WEAK090301-1-100-1-100ENEMY_STRONG060304060701061104ENEMY_UFO001303BOMB191402
25663,LEVEL01PLAYER221304BULLET041801ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001303BOMB191402
25664,LEVEL01PLAYER221304BULLET031801ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001303BOMB191402
25665,LEVEL01PLAYER221304BULLET031801ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001303BOMB201402
25666,LEVEL01PLAYER221304BULLET021801ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001303BOMB201402
25667,LEVEL01PLAYER221304BULLET-1-101ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001302BOMB201402
25668,LEVEL01PLAYER221304BULLET-1-101ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB201402
25669,LEVEL01PLAYER221304BULLET-1-101ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB211402
25670,LEVEL01PLAYER221304BULLET211501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB211402
25671,LEVEL01PLAYER221304BULLET201501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB211402
25672,LEVEL01PLAYER221304BULLET201501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB221402
25673,LEVEL01PLAYER221302BULLET201501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB-1-102
25674,LEVEL01PLAYER221302BULLET191501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB-1-102
25675,LEVEL01PLAYER221302BULLET181501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB-1-102
25676,LEVEL01PLAYER221302BULLET171501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB-1-102
25677,LEVEL01PLAYER221302BULLET161501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001202BOMB-1-102
25678,LEVEL01PLAYER221302BULLET161501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001302BOMB-1-102
25679,LEVEL01PLAYER221302BULLET151501ENEMY_WEAK090201-1-100-1-100ENEMY_STRONG060204060601061004ENEMY_UFO001302BOMB-1-102
25680,LEVEL01PLAYER221302BULLET151501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25681,LEVEL01PLAYER221302BULLET141501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25682,LEVEL01PLAYER221202BULLET141501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25683,LEVEL01PLAYER221202BULLET131501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25684,LEVEL01PLAYER221202BULLET121501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25685,LEVEL01PLAYER221102BULLET121501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25686,LEVEL01PLAYER221102BULLET111501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25687,LEVEL01PLAYER221102BULLET101501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25688,LEVEL01PLAYER221002BULLET101501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25689,LEVEL01PLAYER221002BULLET091501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25690,LEVEL01PLAYER221002BULLET081501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25691,LEVEL01PLAYER221002BULLET071501ENEMY_WEAK090101-1-100-1-100ENEMY_STRONG060104060501060904ENEMY_UFO001302BOMB-1-102
25692,LEVEL01PLAYER221002BULLET071501ENEMY_WEAK090001-1-100-1-100ENEMY_STRONG060004060401060804ENEMY_UFO001302BOMB-1-102
25693,LEVEL01PLAYER221002BULLET071501ENEMY_WEAK100101-1-100-1-100ENEMY_STRONG070104070501070904ENEMY_UFO001302BOMB-1-102
