,frame
25325,LEVEL01PLAYER221608BULLET191801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001704BOMB081802
25326,LEVEL01PLAYER221608BULLET191801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001704BOMB091802
25327,LEVEL01PLAYER221608BULLET181801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001704BOMB091802
25328,LEVEL01PLAYER221608BULLET181801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001604BOMB091802
25329,LEVEL01PLAYER221508BULLET171801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001604BOMB091802
25330,LEVEL01PLAYER221508BULLET171801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001604BOMB101802
25331,LEVEL01PLAYER221508BULLET161801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001604BOMB101802
25332,LEVEL01PLAYER221508BULLET161801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001604BOMB111802
25333,LEVEL01PLAYER221508BULLET151801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001604BOMB111802
25334,LEVEL01PLAYER221508BULLET151801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001504BOMB111802
25335,LEVEL01PLAYER221508BULLET151801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001504BOMB121802
25336,LEVEL01PLAYER221508BULLET141801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001504BOMB121802
25337,LEVEL01PLAYER221408BULLET141801ENEMY_WEAK070201-1-100071002ENEMY_STRONG040204040603041004ENEMY_UFO001504BOMB121802
25338,LEVEL01PLAYER221408BULLET131801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001504BOMB121802
25339,LEVEL01PLAYER221408BULLET131801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001504BOMB131802
25340,LEVEL01PLAYER221408BULLET121801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001504BOMB131802
25341,LEVEL01PLAYER221408BULLET121801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB131802
25342,LEVEL01PLAYER221508BULLET121801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB141802
25343,LEVEL01PLAYER221508BULLET111801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB141802
25344,LEVEL01PLAYER221508BULLET111801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB151802
25345,LEVEL01PLAYER221508BULLET101801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB151802
25346,LEVEL01PLAYER221508BULLET091801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB151802
25347,LEVEL01PLAYER221508BULLET091801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB161802
25348,LEVEL01PLAYER221508BULLET081801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB161802
25349,LEVEL01PLAYER221508BULLET081801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB171802
25350,LEVEL01PLAYER221508BULLET071801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB171802
25351,LEVEL01PLAYER221508BULLET071801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB181802
25352,LEVEL01PLAYER221508BULLET061801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB181802
25353,LEVEL01PLAYER221508BULLET051801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB181802
25354,LEVEL01PLAYER221508BULLET051801ENEMY_WEAK070101-1-100070902ENEMY_STRONG040104040503040904ENEMY_UFO001604BOMB191802
25355,LEVEL01PLAYER221508BULLET051801ENEMY_WEAK070001-1-100070802ENEMY_STRONG040004040403040804ENEMY_UFO001604BOMB191802
25356,LEVEL01PLAYER221508BULLET051801ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001604BOMB191802
25357,LEVEL01PLAYER221508BULLET041801ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001604BOMB191802
25358,LEVEL01PLAYER221508BULLET041801ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001604BOMB201802
25359,LEVEL01PLAYER221508BULLET031801ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001604BOMB201802
25360,LEVEL01PLAYER221508BULLET031801ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001604BOMB211802
25361,LEVEL01PLAYER221508BULLET021801ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001604BOMB211802
25362,LEVEL01PLAYER221508BULLET-1-101ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001603BOMB211802
25363,LEVEL01PLAYER221508BULLET-1-101ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001603BOMB221802
25364,LEVEL01PLAYER221506BULLET-1-101ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001603BOMB-1-102
25365,LEVEL01PLAYER221506BULLET211701ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001503BOMB-1-102
25366,LEVEL01PLAYER221506BULLET201701ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001503BOMB-1-102
25367,LEVEL01PLAYER221506BULLET191701ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001503BOMB-1-102
25368,LEVEL01PLAYER221406BULLET191701ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001503BOMB-1-102
25369,LEVEL01PLAYER221406BULLET181701ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001503BOMB-1-102
25370,LEVEL01PLAYER221506BULLET171701ENEMY_WEAK080101-1-100080902ENEMY_STRONG050104050503050904ENEMY_UFO001503BOMB-1-102
25371,LEVEL01PLAYER221506BULLET171701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB-1-102
25372,LEVEL01PLAYER221506BULLET161701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB-1-102
25373,LEVEL01PLAYER221606BULLET161701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB-1-102
25374,LEVEL01PLAYER221606BULLET151701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB-1-102
25375,LEVEL01PLAYER221606BULLET141701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB-1-102
25376,LEVEL01PLAYER221706BULLET141701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB-1-102
25377,LEVEL01PLAYER221706BULLET131701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB-1-102
25378,LEVEL01PLAYER221706BULLET131701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB031802
25379,LEVEL01PLAYER221706BULLET121701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB031802
25380,LEVEL01PLAYER221706BULLET121701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB041802
25381,LEVEL01PLAYER221706BULLET111701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO001503BOMB041802
25382,LEVEL01PLAYER221706BULLET111701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO-1-103BOMB041802
25383,LEVEL01PLAYER221706BULLET101701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO-1-103BOMB041802
25384,LEVEL01PLAYER221706BULLET101701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO000003BOMB051802
25385,LEVEL01PLAYER221606BULLET101701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO000003BOMB051802
25386,LEVEL01PLAYER221606BULLET091701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO000003BOMB051802
25387,LEVEL01PLAYER221606BULLET091701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO000003BOMB061802
25388,LEVEL01PLAYER221606BULLET081701ENEMY_WEAK080201-1-100081002ENEMY_STRONG050204050603051004ENEMY_UFO000003BOMB061802
25389,LEVEL01PLAYER221606BULLET081701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB061802
25390,LEVEL01PLAYER221606BULLET081701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB071802
25391,LEVEL01PLAYER221606BULLET071701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB071802
25392,LEVEL01PLAYER221606BULLET061701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB071802
25393,LEVEL01PLAYER221606BULLET061701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB081802
25394,LEVEL01PLAYER221606BULLET051701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB081802
25395,LEVEL01PLAYER221606BULLET051701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB091802
25396,LEVEL01PLAYER221606BULLET041701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB091802
25397,LEVEL01PLAYER221606BULLET041701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000103BOMB091802
25398,LEVEL01PLAYER221606BULLET041701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000103BOMB101802
25399,LEVEL01PLAYER221606BULLET031701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000103BOMB101802
25400,LEVEL01PLAYER221606BULLET021701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000103BOMB101802
25401,LEVEL01PLAYER221606BULLET021701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000103BOMB111802
25402,LEVEL01PLAYER221606BULLET011701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000103BOMB111802
25403,LEVEL01PLAYER221606BULLET011701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB111802
25404,LEVEL01PLAYER221706BULLET011701ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB121802
25405,LEVEL01PLAYER221706BULLET-1-101ENEMY_WEAK080301-1-100081102ENEMY_STRONG050304050703051104ENEMY_UFO000003BOMB121802
25406,LEVEL01PLAYER221706BULLET-1-101ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000003BOMB131802
25407,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000003BOMB131802
25408,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000003BOMB141802
25409,LEVEL01PLAYER221806BULLET212001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000003BOMB141802
25410,LEVEL01PLAYER221806BULLET212001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000003BOMB151802
25411,LEVEL01PLAYER221806BULLET202001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000003BOMB151802
25412,LEVEL01PLAYER221806BULLET202001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB161802
25413,LEVEL01PLAYER221906BULLET192001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB161802
25414,LEVEL01PLAYER221906BULLET182001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB161802
25415,LEVEL01PLAYER221906BULLET182001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB171802
25416,LEVEL01PLAYER221906BULLET172001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB171802
25417,LEVEL01PLAYER221906BULLET172001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB181802
25418,LEVEL01PLAYER221906BULLET162001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB181802
25419,LEVEL01PLAYER221806BULLET162001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB181802
25420,LEVEL01PLAYER221806BULLET162001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB191802
25421,LEVEL01PLAYER221806BULLET152001ENEMY_WEAK080401-1-100081202ENEMY_STRONG050404050803051204ENEMY_UFO000103BOMB191802
25422,LEVEL01PLAYER221806BULLET152001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000103BOMB191802
25423,LEVEL01PLAYER221806BULLET142001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000103BOMB191802
25424,LEVEL01PLAYER221806BULLET142001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000103BOMB201802
25425,LEVEL01PLAYER221806BULLET142001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB201802
25426,LEVEL01PLAYER221806BULLET132001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB201802
25427,LEVEL01PLAYER221806BULLET132001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB211802
25428,LEVEL01PLAYER221806BULLET122001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB211802
25429,LEVEL01PLAYER221806BULLET122001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB221802
25430,LEVEL01PLAYER221804BULLET112001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB-1-102
25431,LEVEL01PLAYER221804BULLET102001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB-1-102
25432,LEVEL01PLAYER221704BULLET102001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB-1-102
25433,LEVEL01PLAYER221704BULLET092001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB-1-102
25434,LEVEL01PLAYER221704BULLET082001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB-1-102
25435,LEVEL01PLAYER221704BULLET072001ENEMY_WEAK080501-1-100081302ENEMY_STRONG050504050903051304ENEMY_UFO000003BOMB-1-102
25436,LEVEL01PLAYER221804BULLET072001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25437,LEVEL01PLAYER221804BULLET062001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25438,LEVEL01PLAYER221804BULLET052001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25439,LEVEL01PLAYER221704BULLET052001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25440,LEVEL01PLAYER221704BULLET042001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25441,LEVEL01PLAYER221704BULLET032001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25442,LEVEL01PLAYER221604BULLET032001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25443,LEVEL01PLAYER221604BULLET032001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000103BOMB-1-102
25444,LEVEL01PLAYER221604BULLET022001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000103BOMB-1-102
25445,LEVEL01PLAYER221604BULLET012001ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000103BOMB-1-102
25446,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000103BOMB-1-102
25447,LEVEL01PLAYER221604BULLET-1-101ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25448,LEVEL01PLAYER221604BULLET211801ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25449,LEVEL01PLAYER221604BULLET201801ENEMY_WEAK080601-1-100081402ENEMY_STRONG050604051003051404ENEMY_UFO000003BOMB-1-102
25450,LEVEL01PLAYER221604BULLET201801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25451,LEVEL01PLAYER221704BULLET191801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25452,LEVEL01PLAYER221704BULLET181801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25453,LEVEL01PLAYER221604BULLET181801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25454,LEVEL01PLAYER221604BULLET171801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25455,LEVEL01PLAYER221604BULLET161801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25456,LEVEL01PLAYER221504BULLET161801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25457,LEVEL01PLAYER221504BULLET151801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25458,LEVEL01PLAYER221504BULLET141801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25459,LEVEL01PLAYER221504BULLET131801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25460,LEVEL01PLAYER221504BULLET121801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25461,LEVEL01PLAYER221604BULLET121801ENEMY_WEAK080701-1-100081502ENEMY_STRONG050704051103051504ENEMY_UFO000003BOMB-1-102
25462,LEVEL01PLAYER221604BULLET121801ENEMY_WEAK080801-1-100081602ENEMY_STRONG050804051203051604ENEMY_UFO000003BOMB-1-102
25463,LEVEL01PLAYER221604BULLET111801ENEMY_WEAK080801-1-100081602ENEMY_STRONG050804051203051604ENEMY_UFO000003BOMB-1-102
25464,LEVEL01PLAYER221604BULLET101801ENEMY_WEAK080801-1-100081602ENEMY_STRONG050804051203051604ENEMY_UFO000103BOMB-1-102
25465,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000103BOMB-1-102
25466,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000103BOMB-1-102
25467,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000103BOMB030402
25468,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000103BOMB040402
25469,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO-1-103BOMB040402
25470,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000903BOMB040402
25471,LEVEL01PLAYER221504BULLET-1-101ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000903BOMB050402
25472,LEVEL01PLAYER221504BULLET211701ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000903BOMB050402
25473,LEVEL01PLAYER221504BULLET201701ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000903BOMB050402
25474,LEVEL01PLAYER221504BULLET201701ENEMY_WEAK080801-1-100081601ENEMY_STRONG050804051203051604ENEMY_UFO000903BOMB060402
25475,LEVEL01PLAYER221504BULLET191701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO000903BOMB060402
25476,LEVEL01PLAYER221404BULLET191701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO000903BOMB060402
25477,LEVEL01PLAYER221404BULLET191701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO000903BOMB070402
25478,LEVEL01PLAYER221404BULLET181701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO000903BOMB070402
25479,LEVEL01PLAYER221404BULLET181701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB070402
25480,LEVEL01PLAYER221404BULLET181701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB080402
25481,LEVEL01PLAYER221404BULLET171701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB080402
25482,LEVEL01PLAYER221404BULLET161701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB080402
25483,LEVEL01PLAYER221404BULLET161701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB090402
25484,LEVEL01PLAYER221404BULLET151701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001103BOMB090402
25485,LEVEL01PLAYER221404BULLET151701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001103BOMB100402
25486,LEVEL01PLAYER221404BULLET141701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001103BOMB100402
25487,LEVEL01PLAYER221504BULLET141701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001103BOMB100402
25488,LEVEL01PLAYER221504BULLET141701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001103BOMB110402
25489,LEVEL01PLAYER221504BULLET131701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001103BOMB110402
25490,LEVEL01PLAYER221504BULLET131701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB110402
25491,LEVEL01PLAYER221504BULLET121701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB110402
25492,LEVEL01PLAYER221504BULLET121701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB120402
25493,LEVEL01PLAYER221404BULLET121701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB120402
25494,LEVEL01PLAYER221404BULLET111701ENEMY_WEAK080901-1-100081701ENEMY_STRONG050904051303051704ENEMY_UFO001003BOMB120402
25495,LEVEL01PLAYER221404BULLET111701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB130402
25496,LEVEL01PLAYER221404BULLET101701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB130402
25497,LEVEL01PLAYER221304BULLET101701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB130402
25498,LEVEL01PLAYER221304BULLET101701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB140402
25499,LEVEL01PLAYER221304BULLET091701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB140402
25500,LEVEL01PLAYER221304BULLET081701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB140402
25501,LEVEL01PLAYER221404BULLET081701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB150402
25502,LEVEL01PLAYER221404BULLET071701ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051403051804ENEMY_UFO001003BOMB150402
25503,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB150402
25504,LEVEL01PLAYER221404BULLET-1-101ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB160402
25505,LEVEL01PLAYER221404BULLET211601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB160402
25506,LEVEL01PLAYER221404BULLET201601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB160402
25507,LEVEL01PLAYER221404BULLET201601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB170402
25508,LEVEL01PLAYER221404BULLET191601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB170402
25509,LEVEL01PLAYER221504BULLET191601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB170402
25510,LEVEL01PLAYER221504BULLET191601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB180402
25511,LEVEL01PLAYER221504BULLET181601ENEMY_WEAK081001-1-100081801ENEMY_STRONG051004051402051804ENEMY_UFO001003BOMB180402
